User_ID,Platform,Subscription_Tier,AI_Feature_Used,User_Mood_Pre_Watch,Device_Type,Content_Type,Region,Data_Privacy_Setting,Engagement_Score,Daily_Viewing_Time_Min,Churn_Risk_Probability,Monthly_Subscription_Cost_USD,AI_Feature_Satisfaction,Content_Items_Watched,Weekly_Sessions
USR-04316,TikTok,Ad-Supported,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,Latin America,Medium,64,116,0.1908,1.41,7.1,1,5
USR-04317,Apple TV+,Standard,Mood-Based Playlist,Happy,Foldable Phone,Education,Middle East & Africa,Medium,66,90,0.1239,13.23,7.33,4,2
USR-04318,Disney+ AI,Standard,AI-Generated Summary,Energetic,Smart Glasses,Movies,Europe,Low,61,109,0.1389,10.5,6.27,1,6
USR-04319,Prime Video,Standard,Virtual Background Sync,Anxious,Foldable Phone,Shorts,Middle East & Africa,High,76,30,0.1301,15.05,8.28,10,3
USR-04320,YouTube,Standard,Personalized Story Ending,Energetic,AI-Integrated TV,Shorts,Europe,Medium,46,123,0.2114,10.29,5.53,41,4
USR-04321,Prime Video,Standard,Personalized Story Ending,Happy,Foldable Phone,Movies,Asia Pacific,Medium,30,90,0.2134,12.22,4.03,1,3
USR-04322,TikTok,Standard,Real-time Voice Dubbing,Bored,AI-Integrated TV,Gaming,Europe,Medium,46,155,0.1108,13.96,6.06,4,2
USR-04323,TikTok,Premium AI-Plus,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,Europe,Medium,54,174,0.1551,33.83,5.97,2,7
USR-04324,Netflix,Ad-Supported,AI-Generated Summary,Bored,AI-Integrated TV,Shorts,Latin America,Low,58,193,0.0106,3.27,6.68,64,7
USR-04325,Netflix,Standard,Personalized Story Ending,Stressed,Foldable Phone,Shorts,Asia Pacific,Low,36,193,0.2504,14.75,4.21,64,7
USR-04326,TikTok,Standard,Virtual Background Sync,Bored,Apple Vision Pro,Education,North America,Medium,63,181,0.1031,10.13,5.98,8,7
USR-04327,Netflix,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Gaming,Europe,Medium,82,207,0.3156,0.66,8.09,6,8
USR-04328,Disney+ AI,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Asia Pacific,Medium,57,71,0.3175,0.53,6.52,1,4
USR-04329,Prime Video,Premium AI-Plus,Real-time Voice Dubbing,Bored,AI-Integrated TV,Gaming,Europe,Medium,70,165,0.3017,34.34,7.44,5,6
USR-04330,Apple TV+,Ad-Supported,Real-time Voice Dubbing,Happy,AI-Integrated TV,Gaming,Middle East & Africa,Medium,91,89,0.3836,5.34,9.74,3,2
USR-04331,Netflix,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Education,Asia Pacific,High,53,112,0.0715,3.25,5.12,5,4
USR-04332,Apple TV+,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Education,Middle East & Africa,Low,13,107,0.203,13.01,2.09,5,3
USR-04333,Netflix,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Gaming,Asia Pacific,Medium,68,88,0.3161,3.34,7.06,3,4
USR-04334,YouTube,Ad-Supported,AI-Generated Summary,Anxious,Smart Glasses,Shorts,Europe,Medium,52,112,0.1155,0.93,5.28,37,5
USR-04335,Prime Video,Ad-Supported,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,Europe,Low,45,185,0.057,2.52,4.81,2,6
USR-04336,Netflix,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Education,Asia Pacific,Low,92,77,0.0932,2.61,9.58,4,5
USR-04337,Netflix,Standard,AI-Generated Summary,Stressed,Smart Glasses,Education,Europe,High,59,208,0.0923,15.59,6.19,9,9
USR-04338,Netflix,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Smart Glasses,Movies,Asia Pacific,Low,100,57,0.1243,20.53,10.0,1,2
USR-04339,TikTok,Ad-Supported,Mood-Based Playlist,Anxious,Foldable Phone,Shorts,Latin America,Medium,71,46,0.1577,4.46,7.92,15,2
USR-04340,Prime Video,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Movies,Asia Pacific,Low,46,67,0.1954,9.58,5.47,1,1
USR-04341,Netflix,Standard,Mood-Based Playlist,Anxious,AI-Integrated TV,Movies,Asia Pacific,Low,67,75,0.2272,10.95,7.42,1,2
USR-04342,Netflix,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Europe,Medium,41,153,0.1391,4.33,4.74,51,3
USR-04343,TikTok,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Movies,Asia Pacific,Medium,81,109,0.3307,13.34,7.73,1,2
USR-04344,YouTube,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Gaming,Europe,Medium,74,76,0.167,13.6,8.09,2,2
USR-04345,Disney+ AI,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Movies,Europe,Low,48,103,0.2726,2.57,5.1,1,1
USR-04346,Apple TV+,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,Middle East & Africa,Medium,80,115,0.3318,15.47,8.55,38,4
USR-04347,Disney+ AI,Ad-Supported,Virtual Background Sync,Anxious,AI-Integrated TV,Shorts,Asia Pacific,High,61,100,0.3834,4.82,6.59,33,2
USR-04348,Prime Video,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Gaming,North America,Medium,62,68,0.3096,25.19,6.67,2,1
USR-04349,TikTok,Premium AI-Plus,AI-Generated Summary,Happy,Apple Vision Pro,Movies,Europe,High,80,96,0.4067,22.76,8.55,1,5
USR-04350,Prime Video,Premium AI-Plus,Personalized Story Ending,Happy,Foldable Phone,Movies,Asia Pacific,Low,84,78,0.0538,34.64,8.63,1,5
USR-04351,Netflix,Ad-Supported,Mood-Based Playlist,Energetic,AI-Integrated TV,Gaming,Europe,Medium,78,78,0.1596,1.44,8.64,2,1
USR-04352,Netflix,Premium AI-Plus,Personalized Story Ending,Bored,Apple Vision Pro,Gaming,Asia Pacific,Medium,89,181,0.1426,33.53,9.83,5,6
USR-04353,TikTok,Standard,Virtual Background Sync,Happy,AI-Integrated TV,Shorts,Europe,High,78,106,0.3706,9.67,8.27,35,2
USR-04354,Netflix,Ad-Supported,Real-time Voice Dubbing,Stressed,Smart Glasses,Shorts,Latin America,Medium,60,225,0.2403,1.22,6.47,75,10
USR-04355,Prime Video,Premium AI-Plus,Mood-Based Playlist,Energetic,Foldable Phone,Education,Europe,Low,100,102,0.3194,33.23,10.0,5,4
USR-04356,Disney+ AI,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Movies,Latin America,Medium,39,109,0.2127,34.93,4.67,1,5
USR-04357,Apple TV+,Ad-Supported,Mood-Based Playlist,Anxious,Apple Vision Pro,Movies,Asia Pacific,High,73,109,0.3307,1.32,7.75,1,4
USR-04358,YouTube,Premium AI-Plus,Real-time Voice Dubbing,Happy,Apple Vision Pro,Education,Europe,High,79,58,0.4687,29.49,8.7,3,2
USR-04359,YouTube,Ad-Supported,Mood-Based Playlist,Bored,Smart Glasses,Gaming,Middle East & Africa,High,80,181,0.1535,4.55,8.51,5,8
USR-04360,Disney+ AI,Standard,AI-Generated Summary,Bored,Apple Vision Pro,Movies,Latin America,Medium,52,148,0.3007,14.58,5.37,2,3
USR-04361,YouTube,Ad-Supported,Virtual Background Sync,Anxious,Foldable Phone,Education,Europe,Low,47,151,0.1938,0.96,5.64,7,4
USR-04362,TikTok,Ad-Supported,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,Latin America,Low,68,106,0.4782,4.25,7.61,1,2
USR-04363,TikTok,Premium AI-Plus,Mood-Based Playlist,Energetic,Apple Vision Pro,Gaming,Asia Pacific,Medium,100,54,0.2942,31.74,10.0,2,4
USR-04364,Apple TV+,Standard,AI-Generated Summary,Anxious,Foldable Phone,Shorts,Asia Pacific,Low,79,70,0.2225,15.12,8.66,23,5
USR-04365,Disney+ AI,Ad-Supported,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,Europe,Medium,82,63,0.2461,3.26,8.42,21,4
USR-04366,Netflix,Premium AI-Plus,AI-Generated Summary,Happy,AI-Integrated TV,Education,Latin America,Medium,42,97,0.0806,25.54,4.73,4,2
USR-04367,YouTube,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Gaming,Middle East & Africa,Low,88,86,0.0854,33.22,9.21,2,5
USR-04368,TikTok,Premium AI-Plus,Virtual Background Sync,Stressed,AI-Integrated TV,Movies,Latin America,Low,91,151,0.4412,27.67,9.59,2,4
USR-04369,Netflix,Premium AI-Plus,Mood-Based Playlist,Happy,Apple Vision Pro,Gaming,North America,High,90,73,0.278,27.01,9.24,2,3
USR-04370,YouTube,Premium AI-Plus,Virtual Background Sync,Happy,AI-Integrated TV,Gaming,Middle East & Africa,High,54,80,0.2096,27.57,5.9,2,3
USR-04371,YouTube,Standard,AI-Generated Summary,Stressed,Foldable Phone,Shorts,Middle East & Africa,Medium,59,184,0.0706,9.37,5.95,61,6
USR-04372,Netflix,Ad-Supported,Personalized Story Ending,Stressed,AI-Integrated TV,Movies,Latin America,High,72,175,0.0275,5.23,8.14,2,7
USR-04373,TikTok,Premium AI-Plus,Personalized Story Ending,Stressed,Smart Glasses,Movies,Europe,High,90,138,0.1662,26.88,9.17,1,5
USR-04374,Netflix,Ad-Supported,AI-Generated Summary,Anxious,AI-Integrated TV,Education,Latin America,High,63,90,0.053,3.07,6.72,4,3
USR-04375,TikTok,Ad-Supported,Mood-Based Playlist,Energetic,AI-Integrated TV,Shorts,Latin America,Medium,34,49,0.4757,2.27,4.6,16,2
USR-04376,Netflix,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,North America,Low,66,102,0.1805,9.96,6.64,34,3
USR-04377,Disney+ AI,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Shorts,Latin America,High,63,85,0.0336,1.65,6.87,28,2
USR-04378,Netflix,Standard,Virtual Background Sync,Energetic,Smart Glasses,Movies,Asia Pacific,Low,62,72,0.144,12.13,6.46,1,4
USR-04379,Prime Video,Premium AI-Plus,AI-Generated Summary,Happy,Apple Vision Pro,Movies,North America,Low,86,44,0.2747,30.15,8.9,1,2
USR-04380,Netflix,Standard,Personalized Story Ending,Bored,Foldable Phone,Movies,Europe,Low,78,155,0.1708,12.5,8.91,2,4
USR-04381,TikTok,Standard,Real-time Voice Dubbing,Bored,Foldable Phone,Movies,Europe,Low,30,192,0.25,10.94,3.28,2,5
USR-04382,YouTube,Standard,AI-Generated Summary,Happy,Foldable Phone,Education,Asia Pacific,Medium,35,77,0.2604,13.88,3.83,4,4
USR-04383,Netflix,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Movies,North America,Medium,69,185,0.4087,12.22,7.4,2,8
USR-04384,YouTube,Ad-Supported,Real-time Voice Dubbing,Stressed,Foldable Phone,Movies,North America,Low,53,117,0.5206,3.43,5.71,1,4
USR-04385,Prime Video,Ad-Supported,Virtual Background Sync,Bored,Apple Vision Pro,Shorts,Middle East & Africa,Medium,91,148,0.0968,0.6,9.28,49,5
USR-04386,Prime Video,Standard,AI-Generated Summary,Bored,Smart Glasses,Education,Asia Pacific,High,82,151,0.0775,13.71,8.27,7,8
USR-04387,YouTube,Standard,Personalized Story Ending,Bored,Foldable Phone,Movies,Middle East & Africa,Low,54,198,0.1348,15.44,5.88,2,4
USR-04388,Netflix,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Movies,Asia Pacific,Medium,78,130,0.5757,13.46,8.17,1,5
USR-04389,Disney+ AI,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Gaming,Asia Pacific,Low,56,117,0.2862,1.04,5.94,3,3
USR-04390,TikTok,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Europe,Medium,74,195,0.3709,4.56,7.52,65,5
USR-04391,Netflix,Standard,Personalized Story Ending,Stressed,AI-Integrated TV,Shorts,Latin America,Low,59,186,0.1154,15.25,6.98,62,6
USR-04392,Disney+ AI,Standard,AI-Generated Summary,Bored,Foldable Phone,Movies,North America,High,58,102,0.3666,12.18,5.92,1,3
USR-04393,TikTok,Standard,AI-Generated Summary,Happy,Smart Glasses,Education,North America,Low,75,27,0.2393,14.09,7.67,1,1
USR-04394,TikTok,Premium AI-Plus,Mood-Based Playlist,Energetic,Apple Vision Pro,Shorts,Asia Pacific,Low,38,72,0.4958,24.32,4.58,24,3
USR-04395,YouTube,Standard,Real-time Voice Dubbing,Energetic,Foldable Phone,Gaming,Asia Pacific,Medium,76,104,0.237,13.18,8.02,3,3
USR-04396,YouTube,Ad-Supported,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Education,North America,Medium,58,112,0.1823,5.75,6.73,5,6
USR-04397,Netflix,Standard,Personalized Story Ending,Happy,Foldable Phone,Gaming,Asia Pacific,Medium,83,98,0.0722,15.35,9.5,3,4
USR-04398,Disney+ AI,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Movies,Latin America,Low,46,172,0.2143,2.22,5.12,2,3
USR-04399,Netflix,Ad-Supported,Virtual Background Sync,Bored,AI-Integrated TV,Gaming,Europe,Medium,60,188,0.5106,4.99,6.74,5,6
USR-04400,Disney+ AI,Standard,Virtual Background Sync,Stressed,Foldable Phone,Shorts,Europe,High,86,155,0.4942,12.2,9.15,52,9
USR-04401,Prime Video,Ad-Supported,Mood-Based Playlist,Anxious,Foldable Phone,Movies,Middle East & Africa,Medium,42,122,0.2744,3.17,5.04,1,3
USR-04402,Disney+ AI,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Movies,Latin America,Low,76,110,0.3052,4.13,8.26,1,2
USR-04403,Netflix,Premium AI-Plus,AI-Generated Summary,Bored,AI-Integrated TV,Movies,Latin America,High,86,206,0.1283,32.23,9.24,2,6
USR-04404,YouTube,Standard,Virtual Background Sync,Stressed,Foldable Phone,Education,Asia Pacific,Medium,35,227,0.0465,11.38,4.35,10,6
USR-04405,YouTube,Premium AI-Plus,Personalized Story Ending,Stressed,Apple Vision Pro,Gaming,North America,Medium,84,168,0.2643,33.05,9.15,5,7
USR-04406,TikTok,Premium AI-Plus,AI-Generated Summary,Stressed,AI-Integrated TV,Gaming,Europe,Low,99,201,0.6296,25.0,10.0,6,6
USR-04407,Prime Video,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Gaming,Asia Pacific,Low,49,82,0.3504,3.04,5.73,2,3
USR-04408,YouTube,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Shorts,Middle East & Africa,Medium,56,97,0.1057,11.58,6.22,32,2
USR-04409,Prime Video,Standard,Mood-Based Playlist,Stressed,Smart Glasses,Education,Asia Pacific,Medium,43,179,0.2997,14.19,4.55,8,10
USR-04410,Netflix,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,Europe,Medium,45,139,0.4263,9.65,5.1,1,3
USR-04411,YouTube,Ad-Supported,Virtual Background Sync,Bored,Foldable Phone,Movies,Europe,Medium,68,199,0.4363,5.54,7.24,2,6
USR-04412,Netflix,Ad-Supported,Personalized Story Ending,Stressed,Apple Vision Pro,Shorts,Latin America,Low,60,180,0.4185,1.54,6.41,60,7
USR-04413,Disney+ AI,Ad-Supported,Virtual Background Sync,Happy,Smart Glasses,Gaming,Asia Pacific,High,52,89,0.4744,2.73,5.25,3,2
USR-04414,Netflix,Premium AI-Plus,Virtual Background Sync,Energetic,Smart Glasses,Gaming,Europe,Low,50,130,0.3164,34.34,5.07,4,5
USR-04415,YouTube,Ad-Supported,Mood-Based Playlist,Anxious,Apple Vision Pro,Education,Asia Pacific,High,60,86,0.458,6.0,6.71,4,1
USR-04416,Disney+ AI,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Gaming,Latin America,Medium,79,96,0.2477,15.76,8.66,3,4
USR-04417,TikTok,Premium AI-Plus,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Europe,High,100,79,0.2385,30.01,10.0,1,3
USR-04418,Netflix,Standard,Personalized Story Ending,Anxious,AI-Integrated TV,Movies,Asia Pacific,Medium,62,96,0.2159,12.13,7.14,1,4
USR-04419,Netflix,Standard,Virtual Background Sync,Stressed,Smart Glasses,Shorts,Latin America,Medium,66,151,0.5133,11.06,6.61,50,4
USR-04420,TikTok,Ad-Supported,Mood-Based Playlist,Stressed,AI-Integrated TV,Gaming,North America,High,54,191,0.4534,2.88,5.26,5,5
USR-04421,YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Shorts,Middle East & Africa,High,76,144,0.1476,34.99,7.52,48,5
USR-04422,Netflix,Standard,Mood-Based Playlist,Stressed,Smart Glasses,Movies,Asia Pacific,Medium,48,170,0.118,13.09,5.07,2,4
USR-04423,TikTok,Standard,Personalized Story Ending,Energetic,AI-Integrated TV,Shorts,Europe,Medium,82,94,0.4497,11.98,8.79,31,1
USR-04424,Netflix,Premium AI-Plus,Virtual Background Sync,Happy,AI-Integrated TV,Gaming,North America,Medium,100,86,0.3067,21.59,10.0,2,2
USR-04425,TikTok,Ad-Supported,Personalized Story Ending,Energetic,AI-Integrated TV,Movies,Latin America,Medium,52,80,0.4554,5.24,5.96,1,2
USR-04426,YouTube,Standard,Virtual Background Sync,Anxious,Foldable Phone,Shorts,Europe,High,58,82,0.3433,11.6,6.01,27,3
USR-04427,Netflix,Ad-Supported,AI-Generated Summary,Energetic,AI-Integrated TV,Movies,Europe,Medium,44,90,0.1733,1.79,4.47,1,4
USR-04428,Netflix,Ad-Supported,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,Europe,High,59,134,0.2432,5.54,6.49,45,7
USR-04429,YouTube,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Gaming,Asia Pacific,Medium,61,140,0.3888,10.43,7.11,4,4
USR-04430,Netflix,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Movies,North America,High,81,180,0.6035,9.41,8.45,2,6
USR-04431,YouTube,Ad-Supported,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Gaming,North America,High,64,97,0.2715,5.19,7.19,3,3
USR-04432,Prime Video,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Gaming,Asia Pacific,Medium,54,85,0.3173,12.43,5.88,2,4
USR-04433,Prime Video,Premium AI-Plus,Personalized Story Ending,Anxious,Foldable Phone,Movies,Asia Pacific,High,90,105,0.3501,34.71,10.0,1,4
USR-04434,YouTube,Premium AI-Plus,AI-Generated Summary,Stressed,AI-Integrated TV,Education,Europe,Medium,55,176,0.2511,30.52,5.44,8,6
USR-04435,TikTok,Ad-Supported,AI-Generated Summary,Stressed,Apple Vision Pro,Gaming,Europe,Medium,72,172,0.3396,5.5,7.71,5,7
USR-04436,TikTok,Premium AI-Plus,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,Europe,Low,90,86,0.1372,21.8,9.35,29,1
USR-04437,Prime Video,Ad-Supported,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Movies,Asia Pacific,High,82,184,0.4185,3.98,8.86,2,5
USR-04438,YouTube,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,Europe,Low,68,87,0.3384,9.09,7.29,29,3
USR-04439,YouTube,Standard,Virtual Background Sync,Happy,Foldable Phone,Movies,Middle East & Africa,Low,24,90,0.0521,11.52,2.47,1,1
USR-04440,YouTube,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Movies,North America,Medium,82,155,0.3928,10.69,8.68,2,5
USR-04441,Netflix,Ad-Supported,Personalized Story Ending,Energetic,Apple Vision Pro,Shorts,Latin America,High,27,83,0.0256,5.71,3.62,28,3
USR-04442,YouTube,Standard,Personalized Story Ending,Anxious,Foldable Phone,Education,North America,Medium,90,64,0.2967,11.62,9.92,3,1
USR-04443,Prime Video,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Movies,Middle East & Africa,Medium,56,87,0.1763,1.97,5.66,1,3
USR-04444,Prime Video,Ad-Supported,Real-time Voice Dubbing,Bored,Apple Vision Pro,Gaming,Asia Pacific,High,82,171,0.3885,3.76,8.87,5,6
USR-04445,Netflix,Standard,Virtual Background Sync,Stressed,Apple Vision Pro,Shorts,North America,Medium,80,172,0.1629,12.4,8.11,57,6
USR-04446,YouTube,Ad-Supported,Real-time Voice Dubbing,Happy,Smart Glasses,Gaming,Europe,High,80,97,0.3503,4.29,8.33,3,5
USR-04447,YouTube,Standard,Mood-Based Playlist,Bored,Smart Glasses,Gaming,Asia Pacific,Low,83,170,0.4691,15.11,8.51,5,6
USR-04448,YouTube,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,Europe,Low,81,140,0.148,15.83,8.21,47,5
USR-04449,TikTok,Standard,Mood-Based Playlist,Bored,Apple Vision Pro,Shorts,Latin America,Low,67,180,0.4268,14.35,6.88,60,4
USR-04450,Netflix,Standard,Mood-Based Playlist,Energetic,Apple Vision Pro,Movies,Latin America,High,51,90,0.2653,10.1,5.55,1,5
USR-04451,Prime Video,Premium AI-Plus,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,North America,Medium,24,65,0.2284,28.4,2.33,1,4
USR-04452,Apple TV+,Premium AI-Plus,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Medium,79,143,0.6534,34.35,8.28,48,7
USR-04453,TikTok,Ad-Supported,Personalized Story Ending,Energetic,Foldable Phone,Movies,Latin America,High,86,53,0.3588,4.64,10.0,1,3
USR-04454,TikTok,Standard,AI-Generated Summary,Happy,Foldable Phone,Movies,Europe,Medium,52,143,0.0861,15.7,5.68,2,3
USR-04455,TikTok,Standard,Virtual Background Sync,Energetic,Foldable Phone,Movies,Latin America,High,74,131,0.3841,10.2,8.01,1,3
USR-04456,YouTube,Ad-Supported,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,North America,Low,63,93,0.2685,3.97,6.38,1,3
USR-04457,Netflix,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,Europe,High,76,113,0.4495,5.34,8.28,38,3
USR-04458,TikTok,Ad-Supported,Virtual Background Sync,Anxious,Smart Glasses,Movies,Latin America,Medium,71,84,0.5874,3.59,7.29,1,3
USR-04459,Netflix,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Movies,Latin America,Low,56,61,0.1511,11.62,5.81,1,2
USR-04460,Prime Video,Standard,Virtual Background Sync,Bored,AI-Integrated TV,Gaming,Asia Pacific,Low,45,168,0.7988,10.32,4.56,5,5
USR-04461,YouTube,Standard,Virtual Background Sync,Bored,AI-Integrated TV,Gaming,North America,Medium,29,155,0.3185,12.01,3.39,4,4
USR-04462,YouTube,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Education,Europe,Medium,62,77,0.153,13.19,6.19,4,4
USR-04463,YouTube,Standard,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Education,North America,Low,79,75,0.6279,13.84,8.72,3,1
USR-04464,Apple TV+,Ad-Supported,AI-Generated Summary,Bored,AI-Integrated TV,Education,Middle East & Africa,Medium,26,147,0.0046,1.45,2.5,7,6
USR-04465,Netflix,Premium AI-Plus,AI-Generated Summary,Happy,Foldable Phone,Gaming,Europe,Medium,96,105,0.3792,28.15,10.0,3,3
USR-04466,Netflix,Standard,Real-time Voice Dubbing,Energetic,Foldable Phone,Movies,Latin America,Low,62,53,0.1718,13.75,6.24,1,2
USR-04467,Netflix,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Movies,North America,High,57,85,0.0692,1.61,6.0,1,3
USR-04468,TikTok,Ad-Supported,Mood-Based Playlist,Anxious,AI-Integrated TV,Education,Latin America,High,69,112,0.3787,1.22,7.17,5,3
USR-04469,Apple TV+,Ad-Supported,Real-time Voice Dubbing,Energetic,Foldable Phone,Education,North America,Low,67,72,0.5176,0.15,6.43,3,2
USR-04470,YouTube,Premium AI-Plus,Virtual Background Sync,Bored,AI-Integrated TV,Shorts,North America,High,100,151,0.3104,29.01,10.0,50,2
USR-04471,Prime Video,Ad-Supported,AI-Generated Summary,Stressed,AI-Integrated TV,Shorts,Europe,Medium,83,108,0.0094,3.37,9.02,36,5
USR-04472,YouTube,Ad-Supported,Mood-Based Playlist,Anxious,AI-Integrated TV,Movies,Middle East & Africa,Low,50,72,0.1978,3.7,5.87,1,1
USR-04473,TikTok,Ad-Supported,Real-time Voice Dubbing,Anxious,Apple Vision Pro,Movies,Europe,High,76,124,0.1602,2.0,7.99,1,6
USR-04474,Netflix,Ad-Supported,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,Latin America,Low,32,86,0.5097,4.1,3.48,29,4
USR-04475,YouTube,Standard,Virtual Background Sync,Stressed,Smart Glasses,Movies,Europe,Medium,86,152,0.2147,9.19,8.84,2,6
USR-04476,TikTok,Premium AI-Plus,Real-time Voice Dubbing,Happy,Apple Vision Pro,Shorts,Europe,High,45,102,0.1131,20.34,5.02,34,2
USR-04477,TikTok,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Gaming,North America,High,71,194,0.0802,15.56,7.91,6,5
USR-04478,YouTube,Premium AI-Plus,Virtual Background Sync,Anxious,Foldable Phone,Gaming,Middle East & Africa,Low,90,67,0.4533,25.33,9.0,2,3
USR-04479,Prime Video,Ad-Supported,Mood-Based Playlist,Bored,Apple Vision Pro,Education,Asia Pacific,Medium,65,199,0.1926,0.11,7.46,9,6
USR-04480,Apple TV+,Standard,Personalized Story Ending,Energetic,Foldable Phone,Movies,Middle East & Africa,High,47,46,0.2991,12.33,4.81,1,3
USR-04481,YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,Smart Glasses,Shorts,Asia Pacific,High,49,142,0.1827,26.96,5.89,47,6
USR-04482,TikTok,Standard,Personalized Story Ending,Bored,AI-Integrated TV,Shorts,Asia Pacific,Low,30,172,0.1165,9.07,3.19,57,6
USR-04483,Prime Video,Premium AI-Plus,Personalized Story Ending,Stressed,AI-Integrated TV,Shorts,Europe,Low,45,148,0.2672,29.28,5.49,49,6
USR-04484,YouTube,Ad-Supported,Personalized Story Ending,Bored,Apple Vision Pro,Education,Asia Pacific,Low,55,149,0.1689,1.37,6.48,7,4
USR-04485,Prime Video,Standard,Personalized Story Ending,Bored,AI-Integrated TV,Movies,North America,Low,40,174,0.2837,9.64,4.87,2,5
USR-04486,YouTube,Standard,Personalized Story Ending,Anxious,Apple Vision Pro,Movies,Middle East & Africa,High,85,102,0.487,14.62,9.43,1,5
USR-04487,Disney+ AI,Ad-Supported,Mood-Based Playlist,Energetic,Apple Vision Pro,Shorts,Europe,Low,56,84,0.2393,3.83,6.25,28,3
USR-04488,Netflix,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,Europe,High,58,216,0.3309,33.79,6.37,72,6
USR-04489,YouTube,Ad-Supported,Mood-Based Playlist,Energetic,Apple Vision Pro,Shorts,Asia Pacific,Medium,41,120,0.0975,2.34,4.41,40,7
USR-04490,TikTok,Ad-Supported,AI-Generated Summary,Anxious,AI-Integrated TV,Movies,Asia Pacific,Low,47,75,0.2187,2.72,5.39,1,3
USR-04491,TikTok,Premium AI-Plus,Virtual Background Sync,Bored,AI-Integrated TV,Movies,Latin America,Medium,70,142,0.3685,34.48,7.63,1,5
USR-04492,Prime Video,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,North America,Medium,56,91,0.1611,12.04,5.83,30,4
USR-04493,Apple TV+,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Foldable Phone,Gaming,North America,Low,81,97,0.129,32.92,8.7,3,2
USR-04494,Netflix,Premium AI-Plus,Personalized Story Ending,Bored,Smart Glasses,Movies,Europe,High,92,145,0.2659,22.19,10.0,2,3
USR-04495,YouTube,Ad-Supported,Virtual Background Sync,Happy,Foldable Phone,Education,North America,Low,44,85,0.5773,1.93,4.93,4,3
