Platform,Subscription_Tier,AI_Feature_Used,User_Mood_Pre_Watch,Device_Type,Content_Type,Region,Data_Privacy_Setting,Engagement_Score,Daily_Viewing_Time_Min,Churn_Risk_Probability,Monthly_Subscription_Cost_USD,AI_Feature_Satisfaction,Content_Items_Watched,Weekly_Sessions
Apple TV+,Standard,AI-Generated Summary,Bored,Apple Vision Pro,Shorts,Europe,Medium,34,120,0.2672,13.13,7.54,1,5
Prime Video,Standard,Mood-Based Playlist,Energetic,Apple Vision Pro,Movies,Middle East & Africa,High,84,95,0.5996,13.98,9.39,2,7
Netflix,Standard,Real-time Voice Dubbing,Energetic,Foldable Phone,Education,Europe,Medium,69,196,0.1636,12.73,9.87,1,6
YouTube,Standard,Virtual Background Sync,Anxious,AI-Integrated TV,Gaming,North America,Low,71,219,0.2479,21.64,3.0,2,6
Prime Video,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Movies,Middle East & Africa,High,90,110,0.3503,12.58,5.82,2,5
TikTok,Ad-Supported,Mood-Based Playlist,Bored,Smart Glasses,Gaming,Middle East & Africa,High,50,113,0.1163,14.9,5.71,7,1
Prime Video,Standard,Mood-Based Playlist,Anxious,Apple Vision Pro,Shorts,North America,High,65,185,0.0512,14.44,6.31,2,1
YouTube,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Education,Europe,Low,74,248,0.1901,6.9,9.12,3,1
YouTube,Premium AI-Plus,Virtual Background Sync,Happy,Foldable Phone,Movies,Asia Pacific,High,90,100,0.0946,15.95,8.86,1,5
YouTube,Premium AI-Plus,Personalized Story Ending,Energetic,Foldable Phone,Education,Europe,Low,55,122,0.2143,34.99,10.0,35,5
TikTok,Standard,AI-Generated Summary,Energetic,Foldable Phone,Movies,Asia Pacific,Low,98,164,0.0901,7.93,9.41,18,7
TikTok,Standard,AI-Generated Summary,Happy,Foldable Phone,Movies,Latin America,Low,95,86,0.2379,31.74,7.39,17,6
Prime Video,Standard,Real-time Voice Dubbing,Anxious,Apple Vision Pro,Movies,Latin America,High,80,210,0.1693,12.95,8.07,1,6
YouTube,Standard,Personalized Story Ending,Energetic,Foldable Phone,Gaming,Asia Pacific,Medium,100,110,0.1087,23.12,7.59,1,9
YouTube,Standard,Personalized Story Ending,Happy,Foldable Phone,Shorts,Middle East & Africa,High,67,132,0.3002,3.56,9.36,1,3
Netflix,Ad-Supported,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Gaming,Latin America,Medium,90,117,0.1163,14.39,8.1,2,4
YouTube,Standard,AI-Generated Summary,Bored,Foldable Phone,Shorts,North America,Low,88,115,0.3518,21.3,9.07,1,6
Prime Video,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Education,North America,Medium,94,101,0.2848,17.7,10.0,20,5
Netflix,Standard,Personalized Story Ending,Anxious,Smart Glasses,Shorts,Europe,Medium,75,211,0.2202,32.29,9.15,63,3
Netflix,Standard,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Shorts,Asia Pacific,Low,100,80,0.1355,14.85,9.21,1,2
YouTube,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Education,Middle East & Africa,Medium,31,130,0.4414,12.95,6.19,2,1
Disney+ AI,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,Europe,Medium,93,170,0.0703,13.65,10.0,41,7
YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,Smart Glasses,Education,Europe,High,66,90,0.1154,17.04,6.2,1,4
TikTok,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Shorts,North America,High,63,220,0.0921,13.86,10.0,3,5
YouTube,Ad-Supported,Virtual Background Sync,Anxious,Foldable Phone,Shorts,Europe,Low,53,128,0.0788,5.37,8.92,1,1
TikTok,Standard,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Education,Europe,Medium,16,168,0.1089,9.52,6.25,52,6
TikTok,Standard,AI-Generated Summary,Anxious,Apple Vision Pro,Education,Asia Pacific,Low,51,104,0.1013,15.48,7.27,1,6
Disney+ AI,Standard,AI-Generated Summary,Energetic,Smart Glasses,Movies,North America,Low,100,149,0.08,26.74,10.0,1,5
Prime Video,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,Asia Pacific,High,66,52,0.2344,10.2,8.53,1,1
Netflix,Standard,Virtual Background Sync,Bored,Apple Vision Pro,Shorts,Europe,Low,68,112,0.1478,9.82,9.11,1,2
YouTube,Standard,Mood-Based Playlist,Anxious,AI-Integrated TV,Gaming,Asia Pacific,Low,24,142,0.1005,12.32,6.35,2,4
Prime Video,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Shorts,Asia Pacific,High,66,114,0.2523,9.67,2.91,1,1
TikTok,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Gaming,Middle East & Africa,Low,89,128,0.0025,31.3,5.17,1,3
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Gaming,Middle East & Africa,High,50,198,0.17,4.51,8.8,6,1
Disney+ AI,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Shorts,Europe,High,77,267,0.0025,17.64,10.0,1,4
TikTok,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Education,Europe,High,73,241,0.261,14.56,9.66,1,5
Disney+ AI,Premium AI-Plus,AI-Generated Summary,Anxious,AI-Integrated TV,Gaming,Asia Pacific,High,56,82,0.3289,0.94,7.51,73,4
YouTube,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Shorts,Asia Pacific,Medium,99,174,0.2311,18.77,8.52,2,1
Prime Video,Standard,Virtual Background Sync,Happy,AI-Integrated TV,Education,Europe,Low,94,167,0.2301,34.14,9.3,1,4
YouTube,Standard,Mood-Based Playlist,Anxious,Apple Vision Pro,Shorts,Latin America,High,100,159,0.2849,22.21,9.13,2,7
TikTok,Standard,Personalized Story Ending,Energetic,AI-Integrated TV,Education,Middle East & Africa,Medium,7,98,0.3925,8.96,7.98,1,4
YouTube,Standard,Virtual Background Sync,Energetic,Foldable Phone,Education,North America,High,45,92,0.1894,13.76,5.68,8,1
YouTube,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Education,Europe,Low,71,136,0.0025,19.78,8.22,80,6
YouTube,Standard,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Shorts,Middle East & Africa,Low,72,40,0.0025,0.36,8.05,1,4
Netflix,Ad-Supported,Mood-Based Playlist,Anxious,Apple Vision Pro,Gaming,North America,Low,77,166,0.084,12.49,5.18,1,3
TikTok,Standard,AI-Generated Summary,Happy,Foldable Phone,Education,Asia Pacific,Low,57,34,0.7031,2.35,3.23,2,6
YouTube,Standard,AI-Generated Summary,Stressed,Apple Vision Pro,Gaming,Europe,High,88,148,0.0025,29.17,6.38,1,1
Netflix,Premium AI-Plus,AI-Generated Summary,Happy,Foldable Phone,Education,Asia Pacific,Medium,51,131,0.16,15.38,6.64,3,6
Disney+ AI,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Education,North America,Low,67,102,0.261,13.53,9.03,1,5
Netflix,Standard,Mood-Based Playlist,Stressed,Apple Vision Pro,Shorts,Middle East & Africa,High,31,277,0.478,11.02,10.0,2,6
YouTube,Ad-Supported,Personalized Story Ending,Anxious,Foldable Phone,Shorts,Middle East & Africa,High,69,176,0.2541,27.37,8.49,1,1
YouTube,Premium AI-Plus,Virtual Background Sync,Anxious,AI-Integrated TV,Shorts,Europe,Medium,99,148,0.0707,12.63,8.72,2,1
YouTube,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Gaming,Europe,Medium,70,82,0.0145,3.18,8.87,1,2
YouTube,Standard,Personalized Story Ending,Bored,Smart Glasses,Gaming,Europe,Low,98,236,0.2345,14.12,6.4,30,4
Prime Video,Ad-Supported,AI-Generated Summary,Anxious,Foldable Phone,Movies,Europe,Medium,52,111,0.0025,26.14,6.69,1,5
YouTube,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Movies,Middle East & Africa,Medium,39,125,0.2516,11.04,9.28,1,3
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Anxious,Smart Glasses,Gaming,Europe,Medium,31,16,0.186,16.67,5.63,2,2
Disney+ AI,Premium AI-Plus,Personalized Story Ending,Stressed,Foldable Phone,Shorts,Asia Pacific,Low,70,124,0.0025,5.01,5.85,1,6
Prime Video,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Movies,Asia Pacific,High,59,158,0.0222,26.7,10.0,9,5
YouTube,Premium AI-Plus,AI-Generated Summary,Stressed,AI-Integrated TV,Gaming,North America,Low,60,46,0.2412,26.53,8.12,12,8
YouTube,Standard,AI-Generated Summary,Stressed,Foldable Phone,Gaming,Europe,Low,68,161,0.4783,15.18,7.11,1,6
Netflix,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Shorts,Europe,Medium,32,184,0.0025,12.66,7.97,1,4
Apple TV+,Ad-Supported,Virtual Background Sync,Bored,Foldable Phone,Shorts,Latin America,High,56,73,0.3026,24.17,6.84,2,4
YouTube,Premium AI-Plus,Personalized Story Ending,Anxious,Foldable Phone,Education,Europe,Low,53,167,0.4405,24.96,5.41,1,4
YouTube,Standard,Personalized Story Ending,Happy,Foldable Phone,Gaming,North America,Medium,100,277,0.1238,3.6,10.0,1,1
YouTube,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Shorts,Middle East & Africa,Medium,59,134,0.1986,15.61,5.88,1,2
YouTube,Standard,AI-Generated Summary,Happy,Foldable Phone,Movies,North America,Low,43,46,0.3935,34.99,10.0,1,6
YouTube,Standard,Personalized Story Ending,Bored,Apple Vision Pro,Shorts,Asia Pacific,Medium,97,73,0.2368,29.19,7.52,2,4
Apple TV+,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Gaming,Middle East & Africa,High,97,219,0.0025,24.88,6.83,1,4
YouTube,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Education,Europe,Low,100,88,0.2923,22.22,10.0,26,1
Disney+ AI,Ad-Supported,AI-Generated Summary,Stressed,Apple Vision Pro,Shorts,Asia Pacific,Medium,48,171,0.318,11.61,6.96,1,5
YouTube,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,North America,Medium,75,102,0.1274,0.45,9.66,2,5
Prime Video,Ad-Supported,AI-Generated Summary,Energetic,Foldable Phone,Shorts,North America,Low,90,127,0.4753,8.85,9.56,1,1
YouTube,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Gaming,Middle East & Africa,Low,75,132,0.36,7.71,8.51,1,4
Apple TV+,Standard,Personalized Story Ending,Happy,AI-Integrated TV,Gaming,Latin America,Medium,84,161,0.1797,2.68,10.0,1,1
TikTok,Standard,Real-time Voice Dubbing,Anxious,Smart Glasses,Gaming,Europe,High,84,105,0.1048,14.87,9.88,45,6
YouTube,Standard,Virtual Background Sync,Bored,Smart Glasses,Movies,Asia Pacific,Low,92,162,0.1857,30.05,7.61,1,5
Prime Video,Standard,Virtual Background Sync,Bored,AI-Integrated TV,Movies,Europe,Low,91,195,0.153,20.36,9.58,15,5
Disney+ AI,Standard,Personalized Story Ending,Happy,Smart Glasses,Shorts,North America,Low,40,183,0.0329,12.64,9.27,3,1
TikTok,Standard,AI-Generated Summary,Anxious,Smart Glasses,Shorts,Europe,Low,64,265,0.2069,3.54,6.77,1,5
Prime Video,Standard,Virtual Background Sync,Energetic,Foldable Phone,Gaming,Middle East & Africa,Medium,96,135,0.1316,0.0,8.45,1,1
Netflix,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Gaming,North America,High,80,96,0.1145,10.29,7.7,1,5
Apple TV+,Standard,Personalized Story Ending,Energetic,Foldable Phone,Gaming,North America,Low,94,220,0.6434,9.46,8.71,1,6
YouTube,Standard,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,Middle East & Africa,High,51,121,0.1331,2.02,5.84,1,4
YouTube,Standard,Mood-Based Playlist,Anxious,AI-Integrated TV,Movies,North America,High,55,109,0.0119,2.94,7.94,1,7
YouTube,Standard,Real-time Voice Dubbing,Bored,AI-Integrated TV,Shorts,Europe,Medium,74,223,0.3154,12.94,7.5,48,6
Disney+ AI,Ad-Supported,AI-Generated Summary,Stressed,Apple Vision Pro,Shorts,Middle East & Africa,Low,77,92,0.1469,11.1,8.62,1,5
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Happy,Apple Vision Pro,Shorts,Europe,High,56,48,0.0425,10.17,5.68,66,4
YouTube,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Gaming,Asia Pacific,Medium,35,141,0.364,14.27,5.93,1,5
Prime Video,Premium AI-Plus,Virtual Background Sync,Bored,AI-Integrated TV,Shorts,Middle East & Africa,Low,65,219,0.1161,12.82,8.51,1,5
YouTube,Ad-Supported,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,Europe,Low,54,99,0.111,3.93,10.0,3,5
Prime Video,Standard,Virtual Background Sync,Bored,AI-Integrated TV,Movies,Latin America,Medium,22,105,0.2659,10.96,6.1,1,5
Disney+ AI,Premium AI-Plus,AI-Generated Summary,Bored,Smart Glasses,Movies,Latin America,High,74,70,0.1066,30.63,8.52,39,5
YouTube,Standard,Mood-Based Playlist,Bored,AI-Integrated TV,Shorts,Middle East & Africa,Medium,89,162,0.5184,10.32,8.52,1,6
YouTube,Ad-Supported,AI-Generated Summary,Anxious,Foldable Phone,Gaming,Middle East & Africa,Medium,42,116,0.012,21.44,5.16,1,6
YouTube,Premium AI-Plus,Personalized Story Ending,Stressed,Foldable Phone,Movies,Asia Pacific,Low,63,133,0.1842,31.69,7.68,1,6
Prime Video,Standard,Real-time Voice Dubbing,Happy,Apple Vision Pro,Movies,North America,Low,67,159,0.408,21.63,7.78,1,6
YouTube,Premium AI-Plus,AI-Generated Summary,Bored,Apple Vision Pro,Movies,Europe,Low,49,60,0.4896,11.66,7.11,1,8
Apple TV+,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Movies,Asia Pacific,Low,48,193,0.1353,14.08,9.33,5,4
Prime Video,Standard,Real-time Voice Dubbing,Stressed,AI-Integrated TV,Shorts,Europe,High,57,103,0.072,20.12,7.8,5,5
Apple TV+,Premium AI-Plus,Virtual Background Sync,Stressed,Foldable Phone,Shorts,Europe,Low,24,189,0.0886,11.39,7.51,2,5
TikTok,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,Europe,Low,72,61,0.027,12.08,9.83,1,1
Prime Video,Ad-Supported,Personalized Story Ending,Happy,Foldable Phone,Shorts,Asia Pacific,Low,97,182,0.4574,15.44,9.04,1,1
TikTok,Premium AI-Plus,Mood-Based Playlist,Happy,AI-Integrated TV,Education,Asia Pacific,Low,48,203,0.2992,34.99,5.12,2,1
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Smart Glasses,Shorts,Asia Pacific,Medium,97,145,0.2178,2.62,5.78,1,5
Netflix,Standard,Mood-Based Playlist,Anxious,AI-Integrated TV,Shorts,Middle East & Africa,Medium,98,119,0.5159,29.17,8.88,3,2
Prime Video,Premium AI-Plus,Mood-Based Playlist,Stressed,AI-Integrated TV,Gaming,Europe,High,53,219,0.2954,11.69,9.91,1,7
YouTube,Standard,Personalized Story Ending,Happy,Foldable Phone,Education,North America,High,100,206,0.0781,7.58,3.88,2,6
Disney+ AI,Standard,Mood-Based Playlist,Energetic,Apple Vision Pro,Shorts,Europe,Low,31,18,0.0025,6.18,8.92,1,4
Disney+ AI,Ad-Supported,Real-time Voice Dubbing,Energetic,Foldable Phone,Movies,Asia Pacific,Low,76,38,0.3592,25.07,6.66,1,5
Apple TV+,Premium AI-Plus,Mood-Based Playlist,Energetic,Foldable Phone,Gaming,Europe,Low,43,222,0.1479,1.02,6.48,4,8
YouTube,Ad-Supported,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,Europe,Medium,73,34,0.1691,5.86,9.4,2,5
Netflix,Standard,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Shorts,Europe,High,98,99,0.0237,16.38,9.43,2,5
YouTube,Ad-Supported,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Education,Europe,High,86,151,0.5675,5.0,8.31,1,5
TikTok,Standard,Mood-Based Playlist,Anxious,Smart Glasses,Shorts,Latin America,Low,69,109,0.2167,12.82,7.06,1,2
YouTube,Premium AI-Plus,Virtual Background Sync,Anxious,Foldable Phone,Shorts,North America,High,100,196,0.4,29.97,5.76,5,2
Netflix,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Movies,Asia Pacific,Low,90,92,0.4004,30.81,10.0,3,5
TikTok,Standard,Real-time Voice Dubbing,Stressed,Smart Glasses,Movies,North America,Medium,78,229,0.4113,33.22,6.19,46,1
YouTube,Ad-Supported,Virtual Background Sync,Energetic,Foldable Phone,Shorts,Latin America,Low,66,185,0.0291,32.65,9.9,1,2
YouTube,Standard,AI-Generated Summary,Anxious,Foldable Phone,Education,North America,Low,71,186,0.278,19.4,9.41,1,5
YouTube,Standard,AI-Generated Summary,Energetic,Foldable Phone,Shorts,Europe,Low,100,149,0.2203,12.34,8.01,76,5
Netflix,Ad-Supported,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Shorts,Europe,Medium,54,192,0.4909,11.22,8.51,42,4
YouTube,Standard,Virtual Background Sync,Bored,Smart Glasses,Education,Middle East & Africa,Low,64,112,0.2099,25.39,9.76,1,6
Prime Video,Ad-Supported,Mood-Based Playlist,Anxious,AI-Integrated TV,Movies,Middle East & Africa,High,73,87,0.1786,12.48,6.2,1,1
YouTube,Premium AI-Plus,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,North America,Low,44,118,0.0181,2.35,8.45,43,2
Apple TV+,Ad-Supported,Virtual Background Sync,Anxious,AI-Integrated TV,Education,Europe,High,17,99,0.1237,14.53,6.46,1,3
Netflix,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Gaming,North America,Low,90,102,0.0724,9.56,8.44,7,6
Prime Video,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Gaming,Latin America,Medium,100,229,0.226,2.9,8.31,1,5
Prime Video,Standard,Virtual Background Sync,Anxious,AI-Integrated TV,Gaming,North America,High,74,220,0.3018,16.76,9.35,1,6
TikTok,Standard,Mood-Based Playlist,Anxious,Smart Glasses,Movies,Asia Pacific,Medium,80,104,0.4699,20.07,9.58,34,6
Netflix,Ad-Supported,Mood-Based Playlist,Happy,Apple Vision Pro,Gaming,Europe,Medium,97,203,0.1641,14.75,10.0,5,6
YouTube,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Movies,Asia Pacific,Medium,47,104,0.3991,0.0,5.54,1,1
Netflix,Standard,Virtual Background Sync,Bored,Foldable Phone,Education,Europe,Low,38,239,0.417,0.55,8.68,2,6
Netflix,Premium AI-Plus,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,Europe,Medium,90,214,0.1574,3.58,7.74,1,3
TikTok,Standard,Personalized Story Ending,Bored,Foldable Phone,Movies,Middle East & Africa,Medium,49,29,0.2939,14.11,8.3,1,1
Prime Video,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Gaming,Middle East & Africa,Medium,55,112,0.2625,13.31,5.52,1,2
YouTube,Premium AI-Plus,AI-Generated Summary,Bored,Foldable Phone,Shorts,Asia Pacific,Low,40,142,0.5881,10.89,8.74,22,2
Netflix,Premium AI-Plus,Virtual Background Sync,Bored,AI-Integrated TV,Gaming,Latin America,Medium,95,141,0.1725,14.05,10.0,57,5
Prime Video,Premium AI-Plus,AI-Generated Summary,Happy,Foldable Phone,Movies,Asia Pacific,Low,33,56,0.3607,1.0,6.23,56,3
YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,Foldable Phone,Shorts,Middle East & Africa,Medium,58,171,0.1305,30.06,7.65,1,1
Disney+ AI,Premium AI-Plus,Mood-Based Playlist,Anxious,Apple Vision Pro,Gaming,Europe,High,57,75,0.35,34.99,7.62,1,5
Prime Video,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Movies,Europe,Low,91,113,0.1804,10.93,7.85,2,6
Disney+ AI,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,Latin America,High,26,269,0.273,21.78,6.38,1,5
YouTube,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,Middle East & Africa,Medium,63,86,0.1097,11.81,7.71,66,4
Prime Video,Ad-Supported,AI-Generated Summary,Anxious,AI-Integrated TV,Gaming,Latin America,Medium,79,187,0.2433,13.56,8.9,1,6
TikTok,Ad-Supported,AI-Generated Summary,Energetic,Foldable Phone,Movies,Europe,Low,80,199,0.0108,16.59,8.54,1,5
YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Shorts,Latin America,Low,32,195,0.0237,15.47,6.63,3,3
TikTok,Standard,Virtual Background Sync,Anxious,AI-Integrated TV,Movies,North America,Medium,85,187,0.1057,25.94,8.34,1,3
TikTok,Standard,Personalized Story Ending,Happy,Foldable Phone,Shorts,Europe,High,93,170,0.1851,9.86,10.0,11,6
YouTube,Ad-Supported,AI-Generated Summary,Anxious,Foldable Phone,Movies,Middle East & Africa,Low,96,277,0.3106,15.11,9.13,1,5
YouTube,Standard,Personalized Story Ending,Bored,AI-Integrated TV,Shorts,Europe,Low,99,61,0.3787,11.01,9.08,1,7
TikTok,Premium AI-Plus,AI-Generated Summary,Bored,Foldable Phone,Shorts,Asia Pacific,Low,97,114,0.0518,19.74,7.83,2,5
YouTube,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Shorts,Asia Pacific,High,72,149,0.1508,13.41,6.26,81,5
YouTube,Premium AI-Plus,Mood-Based Playlist,Happy,Smart Glasses,Gaming,North America,Medium,63,107,0.2273,14.43,7.71,24,2
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Smart Glasses,Gaming,North America,Medium,100,75,0.0541,18.93,9.62,1,3
TikTok,Standard,AI-Generated Summary,Stressed,Foldable Phone,Movies,Asia Pacific,High,100,227,0.1557,0.0,10.0,1,5
YouTube,Standard,Personalized Story Ending,Anxious,Foldable Phone,Gaming,Europe,Medium,72,258,0.1391,23.8,9.81,2,4
Apple TV+,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Latin America,Medium,72,261,0.3184,31.72,9.36,7,5
TikTok,Standard,Mood-Based Playlist,Happy,Foldable Phone,Gaming,Europe,Low,66,25,0.3764,16.1,8.94,1,5
Prime Video,Premium AI-Plus,Virtual Background Sync,Happy,Smart Glasses,Movies,North America,Medium,63,143,0.072,12.65,1.6,6,3
YouTube,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Education,Asia Pacific,High,59,79,0.337,12.08,6.5,3,6
Apple TV+,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Education,Asia Pacific,High,65,197,0.0025,32.76,8.45,3,6
YouTube,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Movies,Europe,Medium,79,149,0.0097,8.57,8.9,18,1
Netflix,Standard,AI-Generated Summary,Bored,Smart Glasses,Shorts,North America,Medium,30,159,0.0029,15.65,5.83,4,6
Disney+ AI,Premium AI-Plus,Real-time Voice Dubbing,Anxious,Foldable Phone,Movies,Europe,Low,63,103,0.2793,12.82,8.18,1,6
Prime Video,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Gaming,Latin America,High,66,102,0.0025,12.53,7.89,54,3
YouTube,Ad-Supported,Mood-Based Playlist,Energetic,AI-Integrated TV,Shorts,Europe,Low,77,107,0.2383,4.98,8.96,1,6
Netflix,Standard,Virtual Background Sync,Energetic,AI-Integrated TV,Education,North America,Medium,92,199,0.226,2.6,8.98,77,6
Prime Video,Ad-Supported,Virtual Background Sync,Bored,Foldable Phone,Movies,Latin America,Medium,68,174,0.3574,21.74,7.24,30,2
TikTok,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Shorts,Asia Pacific,Low,61,204,0.3828,15.85,8.11,1,3
Prime Video,Premium AI-Plus,Mood-Based Playlist,Happy,Foldable Phone,Education,Europe,Low,35,206,0.3957,12.44,9.83,1,6
Netflix,Standard,Personalized Story Ending,Stressed,AI-Integrated TV,Shorts,Europe,Low,55,106,0.2438,12.99,7.79,1,4
YouTube,Standard,Mood-Based Playlist,Anxious,AI-Integrated TV,Gaming,Middle East & Africa,Medium,68,141,0.1264,14.48,4.55,2,5
YouTube,Standard,Virtual Background Sync,Happy,Apple Vision Pro,Movies,North America,Low,63,158,0.4384,9.1,3.5,1,5
Apple TV+,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Latin America,High,34,61,0.0953,14.99,9.67,1,5
Apple TV+,Standard,Mood-Based Playlist,Happy,Smart Glasses,Shorts,Europe,High,13,191,0.1289,34.99,9.47,1,6
Apple TV+,Ad-Supported,Virtual Background Sync,Energetic,Foldable Phone,Movies,Asia Pacific,Medium,82,123,0.3919,24.13,10.0,2,5
YouTube,Premium AI-Plus,AI-Generated Summary,Energetic,Apple Vision Pro,Shorts,Europe,High,46,220,0.2486,14.55,8.82,1,7
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Happy,Foldable Phone,Gaming,North America,Low,93,259,0.1344,31.77,7.85,1,6
Prime Video,Standard,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Shorts,Middle East & Africa,Low,66,226,0.1842,27.22,9.22,1,5
YouTube,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Education,Middle East & Africa,High,78,130,0.0649,13.9,6.46,1,2
YouTube,Standard,AI-Generated Summary,Energetic,Smart Glasses,Movies,Asia Pacific,Low,46,218,0.0249,10.54,9.35,1,7
Disney+ AI,Standard,Mood-Based Playlist,Anxious,AI-Integrated TV,Movies,Asia Pacific,Medium,90,93,0.1907,9.19,9.17,1,1
TikTok,Premium AI-Plus,AI-Generated Summary,Anxious,AI-Integrated TV,Education,North America,Medium,68,66,0.058,16.99,6.86,1,5
Prime Video,Standard,Personalized Story Ending,Energetic,Smart Glasses,Shorts,North America,Low,75,129,0.0092,11.66,10.0,1,2
Prime Video,Premium AI-Plus,Virtual Background Sync,Bored,Foldable Phone,Shorts,Europe,High,61,82,0.1173,7.61,10.0,1,1
Netflix,Standard,Mood-Based Playlist,Anxious,Foldable Phone,Movies,Latin America,High,97,133,0.7251,23.58,7.48,51,6
Disney+ AI,Standard,Virtual Background Sync,Stressed,Smart Glasses,Movies,Europe,Medium,56,202,0.3586,20.84,6.72,2,1
Apple TV+,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Latin America,High,20,174,0.1289,34.99,8.93,1,1
Netflix,Standard,Real-time Voice Dubbing,Happy,Foldable Phone,Education,Asia Pacific,High,14,232,0.1739,30.44,7.85,1,1
Prime Video,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,Asia Pacific,Medium,73,196,0.4267,0.0,9.98,1,5
Prime Video,Ad-Supported,AI-Generated Summary,Bored,Foldable Phone,Gaming,Europe,Medium,73,123,0.0651,27.67,10.0,1,1
Disney+ AI,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Movies,Latin America,High,69,79,0.0025,14.76,10.0,4,3
Apple TV+,Standard,AI-Generated Summary,Stressed,Foldable Phone,Shorts,Middle East & Africa,Medium,82,245,0.7169,13.51,8.62,1,2
YouTube,Ad-Supported,Virtual Background Sync,Stressed,Foldable Phone,Shorts,Middle East & Africa,Medium,93,172,0.1899,34.99,8.13,1,5
Disney+ AI,Standard,Mood-Based Playlist,Bored,Apple Vision Pro,Education,North America,Low,74,92,0.0955,4.67,10.0,5,1
YouTube,Standard,Virtual Background Sync,Energetic,Foldable Phone,Movies,North America,Low,40,128,0.3967,8.38,3.06,2,1
