Platform,Subscription_Tier,AI_Feature_Used,User_Mood_Pre_Watch,Device_Type,Content_Type,Region,Data_Privacy_Setting,Engagement_Score,Daily_Viewing_Time_Min,Churn_Risk_Probability,Monthly_Subscription_Cost_USD,AI_Feature_Satisfaction,Content_Items_Watched,Weekly_Sessions
YouTube,Ad-Supported,Mood-Based Playlist,Stressed,Smart Glasses,Movies,Asia Pacific,Medium,57,191,0.2094,22.43,8.78,1,3
TikTok,Standard,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Movies,North America,Medium,45,100,0.3215,3.81,8.91,1,3
YouTube,Ad-Supported,AI-Generated Summary,Happy,Smart Glasses,Shorts,North America,Medium,96,112,0.3087,15.39,6.46,5,3
TikTok,Premium AI-Plus,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,Europe,High,89,157,0.7824,3.43,7.52,1,3
YouTube,Ad-Supported,Personalized Story Ending,Energetic,Apple Vision Pro,Gaming,Middle East & Africa,High,55,122,0.3407,34.99,6.65,1,2
Disney+ AI,Ad-Supported,Virtual Background Sync,Bored,AI-Integrated TV,Movies,North America,High,97,103,0.3104,20.51,9.37,1,7
Disney+ AI,Premium AI-Plus,Real-time Voice Dubbing,Anxious,Foldable Phone,Education,North America,Medium,77,154,0.2943,11.01,9.37,28,3
YouTube,Standard,Mood-Based Playlist,Energetic,Smart Glasses,Education,Latin America,Medium,43,127,0.2099,13.74,10.0,7,5
YouTube,Ad-Supported,Personalized Story Ending,Energetic,AI-Integrated TV,Gaming,Latin America,Medium,98,187,0.3216,23.64,8.46,1,1
Disney+ AI,Premium AI-Plus,Personalized Story Ending,Stressed,Foldable Phone,Shorts,Latin America,Medium,83,75,0.3471,15.06,7.62,57,8
TikTok,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,Asia Pacific,High,43,60,0.1608,4.59,7.25,1,2
Prime Video,Standard,AI-Generated Summary,Energetic,Smart Glasses,Education,Asia Pacific,Low,70,161,0.3067,5.45,8.18,1,3
YouTube,Premium AI-Plus,Mood-Based Playlist,Energetic,Foldable Phone,Education,Asia Pacific,Low,55,49,0.2353,7.64,9.48,4,7
YouTube,Standard,Personalized Story Ending,Stressed,AI-Integrated TV,Education,North America,Medium,67,160,0.272,30.85,8.95,1,3
Prime Video,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Education,Europe,Medium,66,75,0.4645,17.07,8.79,4,3
TikTok,Ad-Supported,Real-time Voice Dubbing,Happy,Foldable Phone,Education,Middle East & Africa,Medium,74,102,0.1349,32.01,5.76,1,3
Prime Video,Premium AI-Plus,Personalized Story Ending,Energetic,AI-Integrated TV,Movies,North America,Medium,35,112,0.2372,22.02,8.65,1,4
YouTube,Premium AI-Plus,Mood-Based Playlist,Energetic,Foldable Phone,Movies,Asia Pacific,Medium,74,201,0.2982,34.91,3.87,3,3
Prime Video,Premium AI-Plus,Virtual Background Sync,Happy,AI-Integrated TV,Movies,Asia Pacific,Medium,92,61,0.256,34.99,9.42,1,3
Netflix,Premium AI-Plus,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,Europe,Low,67,93,0.1606,10.44,4.06,1,7
Prime Video,Standard,Real-time Voice Dubbing,Energetic,Foldable Phone,Shorts,Latin America,Low,83,107,0.3661,24.26,9.2,1,10
YouTube,Ad-Supported,Personalized Story Ending,Happy,AI-Integrated TV,Shorts,Asia Pacific,Medium,84,193,0.3049,14.87,4.68,4,4
TikTok,Ad-Supported,Personalized Story Ending,Happy,Apple Vision Pro,Shorts,North America,High,71,173,0.4818,4.98,9.08,1,12
YouTube,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Gaming,Latin America,High,55,72,0.1303,6.09,4.82,1,4
YouTube,Standard,AI-Generated Summary,Energetic,AI-Integrated TV,Gaming,Middle East & Africa,Medium,19,188,0.3036,16.76,8.28,1,2
TikTok,Standard,Personalized Story Ending,Anxious,Foldable Phone,Gaming,Latin America,High,94,88,0.2224,33.2,8.51,31,5
Netflix,Standard,Virtual Background Sync,Bored,AI-Integrated TV,Movies,North America,Medium,63,106,0.2597,2.12,8.74,1,5
Disney+ AI,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Shorts,Middle East & Africa,High,84,132,0.2194,14.66,9.24,15,3
YouTube,Premium AI-Plus,Virtual Background Sync,Energetic,Foldable Phone,Shorts,North America,High,66,57,0.2144,34.99,9.75,1,5
Netflix,Premium AI-Plus,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,Asia Pacific,Low,71,98,0.4437,4.59,4.72,8,1
TikTok,Ad-Supported,Virtual Background Sync,Anxious,Apple Vision Pro,Shorts,Middle East & Africa,Low,79,78,0.1913,5.64,4.29,1,4
Apple TV+,Ad-Supported,AI-Generated Summary,Bored,AI-Integrated TV,Movies,Asia Pacific,Low,75,156,0.2385,13.83,7.9,1,3
TikTok,Premium AI-Plus,Personalized Story Ending,Anxious,Foldable Phone,Movies,North America,High,86,138,0.1986,15.13,6.03,3,2
Apple TV+,Standard,AI-Generated Summary,Bored,AI-Integrated TV,Movies,North America,High,64,71,0.2148,12.72,8.89,24,9
Apple TV+,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Foldable Phone,Gaming,Asia Pacific,Low,91,103,0.46,34.99,10.0,1,3
Netflix,Standard,Virtual Background Sync,Bored,AI-Integrated TV,Gaming,North America,Low,71,143,0.6114,14.42,4.98,32,3
Netflix,Ad-Supported,Virtual Background Sync,Energetic,AI-Integrated TV,Gaming,Europe,Medium,83,97,0.063,34.99,2.38,1,2
TikTok,Ad-Supported,Personalized Story Ending,Anxious,Foldable Phone,Shorts,North America,Medium,94,120,0.1817,34.58,9.63,1,7
Prime Video,Premium AI-Plus,Virtual Background Sync,Energetic,Smart Glasses,Shorts,North America,High,94,95,0.2826,11.47,3.99,1,7
TikTok,Ad-Supported,Personalized Story Ending,Happy,Foldable Phone,Movies,North America,Low,91,171,0.3699,5.65,7.88,1,5
TikTok,Premium AI-Plus,Mood-Based Playlist,Bored,Foldable Phone,Gaming,Middle East & Africa,Medium,67,59,0.1205,13.91,7.88,3,3
TikTok,Ad-Supported,Real-time Voice Dubbing,Anxious,Apple Vision Pro,Gaming,North America,Low,76,205,0.3497,34.99,9.02,3,3
YouTube,Premium AI-Plus,AI-Generated Summary,Energetic,AI-Integrated TV,Shorts,Asia Pacific,Low,29,75,0.025,15.03,6.86,1,5
Prime Video,Premium AI-Plus,Personalized Story Ending,Bored,Apple Vision Pro,Shorts,Asia Pacific,Low,87,81,0.0368,33.17,9.47,1,1
Disney+ AI,Ad-Supported,Mood-Based Playlist,Happy,Apple Vision Pro,Education,North America,High,42,155,0.2764,6.62,6.57,1,3
TikTok,Standard,Virtual Background Sync,Energetic,Foldable Phone,Gaming,Europe,High,77,121,0.3883,4.56,9.6,5,6
YouTube,Standard,Virtual Background Sync,Bored,AI-Integrated TV,Movies,Asia Pacific,Low,71,117,0.483,15.29,9.71,5,4
Netflix,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Shorts,Middle East & Africa,Low,99,127,0.151,6.81,7.79,1,2
TikTok,Ad-Supported,Virtual Background Sync,Happy,Foldable Phone,Shorts,Asia Pacific,Medium,96,118,0.8637,25.72,6.33,22,7
YouTube,Standard,Personalized Story Ending,Happy,Smart Glasses,Movies,Latin America,Medium,68,111,0.1936,15.52,10.0,2,4
TikTok,Ad-Supported,AI-Generated Summary,Anxious,Apple Vision Pro,Shorts,Europe,Low,93,131,0.4955,21.98,6.86,40,4
YouTube,Standard,AI-Generated Summary,Happy,Smart Glasses,Education,Middle East & Africa,High,64,138,0.1134,15.21,4.8,3,5
Netflix,Standard,Personalized Story Ending,Happy,Foldable Phone,Shorts,Latin America,Medium,65,220,0.1947,31.18,6.06,1,7
YouTube,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Shorts,Europe,Low,86,130,0.0695,11.68,3.74,19,2
Disney+ AI,Ad-Supported,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Low,73,101,0.2865,7.46,4.6,33,2
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Gaming,North America,High,100,126,0.2999,20.22,8.21,16,4
Apple TV+,Standard,Virtual Background Sync,Bored,AI-Integrated TV,Shorts,Europe,High,98,86,0.059,14.11,7.45,1,3
TikTok,Standard,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,North America,Low,43,139,0.3296,4.73,7.21,57,6
TikTok,Ad-Supported,Personalized Story Ending,Stressed,AI-Integrated TV,Shorts,Asia Pacific,High,66,129,0.185,29.55,6.87,55,6
Prime Video,Standard,Personalized Story Ending,Bored,Foldable Phone,Shorts,Latin America,Medium,73,176,0.1173,3.76,9.55,1,5
Netflix,Standard,Mood-Based Playlist,Happy,Foldable Phone,Shorts,Europe,Medium,69,115,0.6204,4.27,8.03,1,4
Disney+ AI,Ad-Supported,Mood-Based Playlist,Bored,AI-Integrated TV,Movies,Asia Pacific,Low,76,31,0.29,15.54,4.01,4,4
YouTube,Standard,Real-time Voice Dubbing,Anxious,Foldable Phone,Movies,North America,Medium,98,142,0.1579,28.44,7.6,52,3
YouTube,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Shorts,Middle East & Africa,Medium,75,92,0.2574,26.27,6.46,1,3
Prime Video,Premium AI-Plus,AI-Generated Summary,Happy,Foldable Phone,Gaming,Europe,Low,76,30,0.265,2.31,9.29,1,2
YouTube,Ad-Supported,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Movies,North America,Medium,97,92,0.2716,0.34,9.96,6,5
Netflix,Standard,AI-Generated Summary,Bored,Foldable Phone,Shorts,Middle East & Africa,Low,93,99,0.2337,4.41,6.65,24,5
Netflix,Standard,AI-Generated Summary,Stressed,AI-Integrated TV,Gaming,Asia Pacific,Low,100,182,0.2245,31.1,6.99,1,2
Prime Video,Standard,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Shorts,Latin America,Medium,91,129,0.4665,14.92,9.65,1,6
Prime Video,Premium AI-Plus,Personalized Story Ending,Happy,AI-Integrated TV,Movies,Latin America,Low,73,116,0.0867,15.21,4.64,1,8
Netflix,Premium AI-Plus,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,Europe,High,82,56,0.2601,32.55,7.45,9,7
Netflix,Ad-Supported,Virtual Background Sync,Energetic,Foldable Phone,Education,Europe,Medium,96,102,0.1884,0.32,8.6,25,5
Apple TV+,Standard,Mood-Based Playlist,Energetic,AI-Integrated TV,Gaming,North America,Medium,44,209,0.4265,17.41,8.43,4,3
YouTube,Standard,Mood-Based Playlist,Energetic,Smart Glasses,Shorts,Asia Pacific,Medium,95,139,0.4707,14.26,7.66,13,4
Netflix,Ad-Supported,Mood-Based Playlist,Energetic,Foldable Phone,Movies,Asia Pacific,Low,68,216,0.2575,5.43,9.3,2,4
YouTube,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,Asia Pacific,Medium,74,115,0.0623,19.07,5.74,1,5
Apple TV+,Standard,AI-Generated Summary,Stressed,Foldable Phone,Movies,North America,Low,73,115,0.411,12.75,7.23,1,2
TikTok,Ad-Supported,Real-time Voice Dubbing,Energetic,Foldable Phone,Movies,Asia Pacific,Low,47,21,0.0308,16.32,5.57,30,6
Prime Video,Standard,Real-time Voice Dubbing,Happy,Apple Vision Pro,Gaming,Asia Pacific,Low,54,89,0.1357,13.62,5.61,1,6
Netflix,Premium AI-Plus,Mood-Based Playlist,Bored,Apple Vision Pro,Shorts,North America,Low,93,127,0.0768,16.07,7.76,5,6
Disney+ AI,Standard,Virtual Background Sync,Stressed,Smart Glasses,Education,Middle East & Africa,High,78,64,0.1364,12.27,7.32,1,2
Prime Video,Standard,Personalized Story Ending,Energetic,AI-Integrated TV,Shorts,Latin America,High,89,245,0.2573,15.51,7.26,1,8
Apple TV+,Ad-Supported,Personalized Story Ending,Happy,Foldable Phone,Movies,Latin America,Medium,66,163,0.6692,11.74,10.0,3,4
TikTok,Standard,Personalized Story Ending,Anxious,Smart Glasses,Shorts,North America,Medium,97,60,0.7391,25.91,6.07,1,3
Prime Video,Standard,Real-time Voice Dubbing,Stressed,Foldable Phone,Shorts,North America,Medium,64,168,0.1825,5.08,10.0,1,8
YouTube,Premium AI-Plus,Virtual Background Sync,Bored,AI-Integrated TV,Shorts,Asia Pacific,Low,90,206,0.1945,1.26,6.32,1,4
Apple TV+,Ad-Supported,Personalized Story Ending,Bored,Apple Vision Pro,Gaming,Latin America,Medium,69,103,0.4197,22.07,6.1,5,6
Apple TV+,Premium AI-Plus,AI-Generated Summary,Happy,AI-Integrated TV,Gaming,Asia Pacific,High,78,48,0.3265,5.2,8.46,1,3
Prime Video,Ad-Supported,Personalized Story Ending,Stressed,AI-Integrated TV,Movies,Latin America,Low,78,100,0.4269,8.68,9.72,1,5
Netflix,Ad-Supported,AI-Generated Summary,Bored,Smart Glasses,Movies,Latin America,Medium,56,61,0.0241,5.35,8.64,4,5
YouTube,Standard,AI-Generated Summary,Stressed,Smart Glasses,Shorts,Asia Pacific,Low,100,208,0.4531,29.42,5.61,2,5
YouTube,Standard,Mood-Based Playlist,Bored,AI-Integrated TV,Movies,Middle East & Africa,High,55,192,0.3304,11.96,7.08,1,1
YouTube,Standard,AI-Generated Summary,Happy,Foldable Phone,Education,North America,Low,60,130,0.0894,12.37,5.31,4,4
Netflix,Standard,Virtual Background Sync,Anxious,AI-Integrated TV,Gaming,Europe,Medium,94,137,0.2984,13.14,7.53,4,3
Disney+ AI,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Shorts,Latin America,Medium,70,86,0.3431,23.13,7.26,2,11
Prime Video,Ad-Supported,Virtual Background Sync,Energetic,AI-Integrated TV,Shorts,North America,Medium,100,130,0.4358,12.45,3.7,1,6
TikTok,Standard,Virtual Background Sync,Stressed,AI-Integrated TV,Shorts,Latin America,Low,82,145,0.2021,34.99,8.1,5,5
Disney+ AI,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Gaming,Asia Pacific,Medium,83,127,0.4493,8.5,9.68,6,5
YouTube,Ad-Supported,Real-time Voice Dubbing,Anxious,Foldable Phone,Shorts,North America,Low,67,142,0.4911,15.06,5.37,1,3
Apple TV+,Premium AI-Plus,Virtual Background Sync,Energetic,Apple Vision Pro,Education,Asia Pacific,High,100,51,0.3143,7.39,4.25,3,5
Prime Video,Ad-Supported,Virtual Background Sync,Energetic,Foldable Phone,Shorts,Latin America,Low,78,157,0.2861,14.95,7.57,1,8
Prime Video,Standard,Virtual Background Sync,Stressed,Apple Vision Pro,Shorts,Asia Pacific,Low,76,148,0.2568,14.21,7.9,1,3
YouTube,Standard,Personalized Story Ending,Happy,Foldable Phone,Gaming,North America,High,88,106,0.096,32.84,10.0,6,4
Prime Video,Standard,AI-Generated Summary,Stressed,Apple Vision Pro,Education,North America,Low,67,48,0.469,4.79,8.51,3,1
YouTube,Ad-Supported,Personalized Story Ending,Bored,Foldable Phone,Gaming,Asia Pacific,High,100,124,0.1853,5.9,5.94,2,3
YouTube,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,North America,Low,86,126,0.1999,34.99,8.3,29,1
Prime Video,Premium AI-Plus,Personalized Story Ending,Energetic,AI-Integrated TV,Shorts,Europe,Medium,48,197,0.3125,16.46,5.57,2,4
YouTube,Premium AI-Plus,Mood-Based Playlist,Bored,AI-Integrated TV,Gaming,North America,High,28,45,0.1392,15.72,4.94,32,1
YouTube,Premium AI-Plus,Personalized Story Ending,Energetic,Smart Glasses,Education,Latin America,Medium,70,122,0.3358,26.12,3.4,4,5
Netflix,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Education,Europe,Medium,88,91,0.3203,13.28,9.57,1,2
Netflix,Standard,AI-Generated Summary,Energetic,Apple Vision Pro,Education,Europe,High,91,181,0.166,14.04,2.69,1,3
Netflix,Standard,AI-Generated Summary,Happy,Foldable Phone,Education,Europe,Low,54,181,0.1778,28.45,3.9,30,4
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Movies,Middle East & Africa,Low,90,100,0.4773,23.19,4.27,1,3
YouTube,Premium AI-Plus,Personalized Story Ending,Bored,AI-Integrated TV,Gaming,Europe,Medium,72,154,0.342,12.76,8.07,7,5
Prime Video,Premium AI-Plus,AI-Generated Summary,Stressed,Apple Vision Pro,Movies,Europe,Medium,89,119,0.2887,16.15,8.74,9,5
YouTube,Standard,AI-Generated Summary,Anxious,Apple Vision Pro,Shorts,Asia Pacific,Low,60,115,0.0563,32.19,4.14,32,3
Prime Video,Premium AI-Plus,Personalized Story Ending,Stressed,Apple Vision Pro,Shorts,Latin America,Low,88,204,0.4732,34.99,10.0,1,5
TikTok,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Education,Asia Pacific,High,94,75,0.3112,29.25,6.92,3,6
Disney+ AI,Premium AI-Plus,Virtual Background Sync,Anxious,Foldable Phone,Shorts,North America,Medium,83,124,0.1005,26.49,3.06,1,3
Apple TV+,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Movies,North America,High,71,69,0.4227,6.84,10.0,2,6
YouTube,Standard,AI-Generated Summary,Happy,Foldable Phone,Shorts,Latin America,Low,62,89,0.1258,15.54,10.0,2,1
Netflix,Ad-Supported,Virtual Background Sync,Anxious,Foldable Phone,Movies,Asia Pacific,High,55,252,0.3754,4.55,2.3,1,3
Apple TV+,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Apple Vision Pro,Shorts,North America,Low,58,98,0.1931,16.86,7.47,1,9
Netflix,Ad-Supported,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Asia Pacific,Medium,90,71,0.3217,13.15,10.0,14,6
YouTube,Standard,Mood-Based Playlist,Happy,Smart Glasses,Education,Europe,Low,93,151,0.3571,3.48,8.96,1,5
YouTube,Standard,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,Asia Pacific,Medium,66,123,0.2826,4.23,6.55,1,7
YouTube,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Movies,Latin America,High,43,200,0.2843,6.55,10.0,5,2
YouTube,Standard,AI-Generated Summary,Anxious,AI-Integrated TV,Gaming,North America,Medium,86,177,0.4809,17.32,7.47,1,8
YouTube,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Shorts,Europe,Medium,78,136,0.1742,23.74,5.47,1,6
Netflix,Standard,Personalized Story Ending,Stressed,AI-Integrated TV,Movies,Asia Pacific,Medium,96,116,0.4079,3.04,3.65,41,6
YouTube,Standard,AI-Generated Summary,Energetic,Foldable Phone,Shorts,Latin America,Medium,63,104,0.1463,11.0,10.0,1,5
Prime Video,Ad-Supported,AI-Generated Summary,Bored,Apple Vision Pro,Movies,Asia Pacific,Low,52,95,0.323,31.65,8.49,1,2
TikTok,Ad-Supported,AI-Generated Summary,Anxious,AI-Integrated TV,Shorts,Asia Pacific,High,100,27,0.0603,12.84,8.91,1,7
Netflix,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Movies,North America,Medium,75,174,0.0425,33.54,6.13,1,7
YouTube,Premium AI-Plus,AI-Generated Summary,Energetic,Foldable Phone,Shorts,Europe,Medium,75,96,0.3344,33.31,8.95,7,9
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Foldable Phone,Education,Asia Pacific,Medium,63,127,0.1889,13.88,5.79,4,6
Disney+ AI,Standard,Mood-Based Playlist,Happy,Apple Vision Pro,Shorts,Europe,Low,100,75,0.3823,28.95,1.99,1,3
Netflix,Premium AI-Plus,Mood-Based Playlist,Stressed,Foldable Phone,Education,North America,Medium,68,82,0.0822,6.25,5.95,1,3
Disney+ AI,Premium AI-Plus,Personalized Story Ending,Bored,Smart Glasses,Movies,North America,Medium,71,191,0.0667,33.92,9.83,1,5
YouTube,Standard,AI-Generated Summary,Happy,Smart Glasses,Education,Latin America,Medium,74,82,0.2975,13.33,7.73,1,2
Prime Video,Premium AI-Plus,Mood-Based Playlist,Energetic,Foldable Phone,Shorts,Europe,Medium,48,113,0.0626,22.37,8.89,27,5
TikTok,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Shorts,Asia Pacific,Low,50,167,0.1119,5.39,7.43,34,4
TikTok,Premium AI-Plus,Virtual Background Sync,Energetic,Foldable Phone,Shorts,Asia Pacific,Low,91,125,0.2769,6.95,7.66,1,5
Apple TV+,Standard,AI-Generated Summary,Energetic,Smart Glasses,Movies,Europe,Low,68,86,0.7587,1.38,9.15,1,6
TikTok,Standard,AI-Generated Summary,Bored,Apple Vision Pro,Movies,Asia Pacific,High,93,36,0.1439,34.25,6.71,1,7
Disney+ AI,Ad-Supported,Mood-Based Playlist,Happy,Foldable Phone,Gaming,Middle East & Africa,Medium,58,54,0.0372,32.55,6.43,7,7
TikTok,Ad-Supported,Real-time Voice Dubbing,Happy,Foldable Phone,Shorts,Middle East & Africa,Low,72,38,0.2694,1.42,9.11,4,2
Prime Video,Premium AI-Plus,Personalized Story Ending,Happy,Apple Vision Pro,Shorts,Latin America,Medium,74,144,0.1507,14.86,5.23,1,7
TikTok,Ad-Supported,AI-Generated Summary,Anxious,AI-Integrated TV,Education,Middle East & Africa,High,68,34,0.1568,11.03,6.05,3,9
Netflix,Standard,AI-Generated Summary,Stressed,Apple Vision Pro,Movies,Middle East & Africa,Medium,100,46,0.2541,17.45,9.8,6,4
Disney+ AI,Premium AI-Plus,AI-Generated Summary,Stressed,Smart Glasses,Movies,Asia Pacific,Low,100,153,0.2469,32.43,8.41,11,3
TikTok,Premium AI-Plus,Personalized Story Ending,Anxious,AI-Integrated TV,Shorts,North America,Medium,100,126,0.245,34.24,6.74,1,5
YouTube,Premium AI-Plus,AI-Generated Summary,Happy,AI-Integrated TV,Education,Asia Pacific,Medium,60,157,0.1701,14.99,8.61,7,3
Apple TV+,Standard,Personalized Story Ending,Happy,Smart Glasses,Education,Europe,Low,85,123,0.0383,14.65,8.1,1,5
YouTube,Premium AI-Plus,Virtual Background Sync,Energetic,AI-Integrated TV,Movies,North America,Medium,85,103,0.2177,0.78,8.57,1,12
Prime Video,Ad-Supported,Real-time Voice Dubbing,Anxious,Foldable Phone,Education,Latin America,Low,62,115,0.1667,34.0,6.64,1,3
Apple TV+,Ad-Supported,Mood-Based Playlist,Stressed,AI-Integrated TV,Shorts,Asia Pacific,Low,79,64,0.224,4.95,3.81,27,3
TikTok,Standard,Mood-Based Playlist,Happy,Foldable Phone,Gaming,Europe,High,92,124,0.2446,9.81,9.19,24,4
Apple TV+,Ad-Supported,Real-time Voice Dubbing,Energetic,Smart Glasses,Shorts,Asia Pacific,Low,70,85,0.1016,34.99,5.59,2,6
Apple TV+,Standard,Real-time Voice Dubbing,Energetic,Apple Vision Pro,Shorts,North America,Medium,73,135,0.6359,25.77,6.18,2,5
Apple TV+,Premium AI-Plus,Virtual Background Sync,Stressed,Apple Vision Pro,Gaming,North America,Medium,100,164,0.3301,10.49,7.3,1,3
TikTok,Standard,Personalized Story Ending,Anxious,Apple Vision Pro,Movies,Europe,Medium,57,128,0.4062,13.69,5.68,5,4
YouTube,Premium AI-Plus,Mood-Based Playlist,Energetic,AI-Integrated TV,Gaming,Latin America,Medium,100,81,0.0809,14.75,6.52,13,2
TikTok,Ad-Supported,Personalized Story Ending,Bored,AI-Integrated TV,Gaming,Europe,Low,83,150,0.3177,15.7,10.0,3,2
TikTok,Premium AI-Plus,AI-Generated Summary,Anxious,AI-Integrated TV,Gaming,Europe,High,85,121,0.2822,29.93,8.34,1,4
Prime Video,Standard,Mood-Based Playlist,Energetic,Smart Glasses,Movies,Asia Pacific,High,84,124,0.2578,4.89,9.95,1,8
TikTok,Premium AI-Plus,Personalized Story Ending,Anxious,Foldable Phone,Education,Europe,Medium,53,81,0.0489,15.39,9.9,51,5
Netflix,Standard,Real-time Voice Dubbing,Anxious,Apple Vision Pro,Education,Asia Pacific,Medium,88,135,0.0905,15.51,6.47,1,7
Apple TV+,Ad-Supported,Personalized Story Ending,Bored,Apple Vision Pro,Movies,Europe,High,73,124,0.6091,33.48,10.0,1,5
Netflix,Ad-Supported,Real-time Voice Dubbing,Anxious,AI-Integrated TV,Shorts,Europe,Medium,100,117,0.2368,1.77,9.21,1,3
Apple TV+,Premium AI-Plus,Mood-Based Playlist,Stressed,Apple Vision Pro,Shorts,Asia Pacific,Medium,44,53,0.1485,34.99,5.9,1,3
Prime Video,Standard,Personalized Story Ending,Anxious,Apple Vision Pro,Movies,Europe,Medium,63,96,0.0997,10.63,4.65,1,7
Prime Video,Standard,Mood-Based Playlist,Anxious,AI-Integrated TV,Education,North America,High,81,31,0.1573,34.99,9.67,1,3
YouTube,Ad-Supported,Mood-Based Playlist,Energetic,Apple Vision Pro,Shorts,Asia Pacific,Low,94,106,0.4276,34.41,7.18,1,5
YouTube,Standard,AI-Generated Summary,Happy,Smart Glasses,Gaming,Asia Pacific,Medium,100,147,0.1801,13.56,9.42,4,3
YouTube,Standard,Virtual Background Sync,Bored,Foldable Phone,Education,Europe,Medium,39,133,0.2276,20.36,9.58,1,3
TikTok,Ad-Supported,Real-time Voice Dubbing,Stressed,Smart Glasses,Gaming,Europe,Medium,66,58,0.2076,24.77,10.0,1,6
Apple TV+,Ad-Supported,AI-Generated Summary,Happy,Foldable Phone,Gaming,Middle East & Africa,Medium,92,178,0.1311,3.5,7.77,4,8
Netflix,Ad-Supported,Real-time Voice Dubbing,Happy,AI-Integrated TV,Education,Europe,Medium,89,103,0.2597,30.78,10.0,2,7
Netflix,Ad-Supported,Personalized Story Ending,Happy,Apple Vision Pro,Education,Europe,High,68,64,0.0502,12.74,8.8,3,3
Prime Video,Ad-Supported,Mood-Based Playlist,Stressed,Foldable Phone,Education,Asia Pacific,Low,93,102,0.8261,34.99,9.81,23,7
Netflix,Premium AI-Plus,Real-time Voice Dubbing,Energetic,Foldable Phone,Movies,Asia Pacific,Low,88,75,0.5389,16.03,8.15,1,2
YouTube,Premium AI-Plus,Real-time Voice Dubbing,Stressed,Foldable Phone,Movies,Asia Pacific,Medium,98,84,0.1676,6.79,7.61,1,3
YouTube,Standard,Mood-Based Playlist,Energetic,Apple Vision Pro,Shorts,Asia Pacific,Medium,78,122,0.3003,29.25,9.61,2,3
Disney+ AI,Ad-Supported,AI-Generated Summary,Happy,AI-Integrated TV,Movies,Asia Pacific,Low,56,61,0.0132,34.99,7.99,1,6
Netflix,Premium AI-Plus,Mood-Based Playlist,Anxious,Foldable Phone,Gaming,North America,Low,93,135,0.3717,34.99,9.61,1,8
YouTube,Standard,Mood-Based Playlist,Happy,AI-Integrated TV,Movies,Europe,Medium,74,153,0.38,7.24,5.46,1,3
YouTube,Ad-Supported,AI-Generated Summary,Bored,AI-Integrated TV,Movies,Latin America,Medium,56,118,0.1293,5.72,8.64,1,6
TikTok,Standard,Mood-Based Playlist,Bored,Foldable Phone,Movies,Latin America,High,66,99,0.118,4.43,5.65,1,11
YouTube,Ad-Supported,Real-time Voice Dubbing,Energetic,AI-Integrated TV,Gaming,Asia Pacific,Medium,66,99,0.7186,13.34,9.36,42,6
YouTube,Ad-Supported,Personalized Story Ending,Stressed,AI-Integrated TV,Movies,Asia Pacific,Medium,78,126,0.6145,31.87,8.8,1,1
Apple TV+,Ad-Supported,Personalized Story Ending,Energetic,Foldable Phone,Education,North America,Medium,41,80,0.1788,1.39,9.73,1,5
Prime Video,Standard,AI-Generated Summary,Happy,Apple Vision Pro,Movies,North America,Medium,75,195,0.2709,3.94,9.54,1,3
TikTok,Ad-Supported,AI-Generated Summary,Energetic,Smart Glasses,Shorts,North America,High,26,67,0.0025,17.84,9.9,1,4
